Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Ford Racing 3,DS,2005,Racing,Zoo Digital Publishing,0.09,0,0,0.01,49,5,,,Visual Impact,E
Dragonseeds,PS,1998,Action,Jaleco,0.03,0.02,0.04,0.01,,,,,"",""
Sonic & All-Stars Racing Transformed,3DS,2012,Racing,Sega,0.12,0.14,0,0.02,,,,,"",""
Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,2014,Action,Namco Bandai Games,0,0,0.01,0,,,,,"",""
Mario Golf: Advance Tour,GBA,2004,Sports,Nintendo,0.32,0.12,0,0.01,84,38,8.6,14,Camelot Software Planning,E
Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,0.11,0.01,0,0.01,49,18,4.9,11,4J Studios,E
South Park,PS,1998,Shooter,Acclaim Entertainment,0.39,0.27,0,0.05,,,,,"",""
Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami Digital Entertainment,0,0,0.11,0,,,,,"",""
Fate/Stay Night [Réalta Nua],PSV,2012,Adventure,Kadokawa Shoten,0,0,0.06,0,,,,,"",""
Sonic Rush Adventure,DS,2007,Platform,Sega,0.53,0.48,0.01,0.12,78,32,8.2,66,Dimps Corporation,E
Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,Square Enix,0.47,0.37,0.52,0.12,57,51,6.9,103,Square Enix,T
Super Mario Land 3: Wario Land,GB,1994,Platform,Nintendo,2.49,0.98,1.57,0.15,,,,,"",""
The Mummy Returns,PS2,2001,Action,Universal Interactive,0.25,0.19,0,0.06,44,13,7,11,Blitz Games,T
Dakar 2: The World's Ultimate Rally,XB,2003,Racing,Acclaim Entertainment,0.02,0,0,0,,,,,"",""
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,84,32,9,41,Traveller's Tales,E10+
Ruff Trigger: The Vanocore Conspiracy,PS2,2006,Platform,Natsume,0.01,0.01,0,0,57,8,7,7,Playstos Entertainment,E10+
Winning Post 7 2010,PS3,2010,Sports,Tecmo Koei,0,0,0.07,0,,,,,"",""
The SpongeBob SquarePants Movie,XB,2004,Platform,THQ,0.4,0.12,0,0.02,74,14,8.5,8,Heavy Iron Studios,E
Rubik's World,DS,2008,Puzzle,Game Factory,0.1,0.01,0,0.01,66,8,,,Two Tribes,E
Bakemonogatari Portable,PSP,2012,Action,Namco Bandai Games,0,0,0.05,0,,,,,"",""
Reign of Fire,PS2,2002,Shooter,BAM! Entertainment,0.13,0.1,0,0.03,56,16,7,4,Kuju Entertainment,M
Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,Konami Digital Entertainment,0.41,0.26,0.01,0.07,95,10,7.3,900,"Kojima Productions, Moby Dick Studio",M
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,0.04,0.01,0.06,0.02,68,24,7.1,36,Sting,T
XCOM: Enemy Unknown,PS3,2012,Strategy,Take-Two Interactive,0.24,0.23,0,0.1,89,20,8.2,296,Firaxis Games,M
Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17,92,61,8.6,439,Nintendo,E
IL-2 Sturmovik: Cliffs of Dover,PC,2011,Simulation,Ubisoft,0,0.04,0,0.01,60,13,7.1,114,1C: Maddox Games,T
Rayman 10th Anniversary,GBA,2005,Platform,Ubisoft,0.01,0,0,0,,,,,"",""
Sword Art Online: Game Director's Edition,PS4,2015,Role-Playing,Namco Bandai Games,0,0,0.05,0,,,,,"",""
Super Monkey Ball Jr.,GBA,2002,Puzzle,Atari,0.51,0.19,0,0.01,82,20,8.6,11,Realism Ltd,E
Midnight Club 3: DUB Edition Remix,XB,2006,Racing,Take-Two Interactive,0.15,0.04,0,0.01,87,16,5.3,18,Rockstar San Diego,E10+
Ninja Gaiden,XB,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,91,89,8.8,152,Team Ninja,M
Lux-Pain,DS,2008,Adventure,Rising Star Games,0.04,0,0,0,48,33,6.2,18,Killaware,T
Stronghold Crusader Extreme,PC,2008,Strategy,Gamecock,0,0.02,0,0,45,11,6.8,45,FireFly Studios,T
Emergency Mayhem,Wii,2008,Racing,Codemasters,0.02,0,0,0,40,21,4.3,4,Supersonic Software,T
Clannad,PS2,2006,Adventure,Interchannel,0,0,0.04,0,,,,,"",""
Big Brain Academy: Wii Degree,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,68,33,6.9,39,Nintendo,E
Phantom Kingdom Portable,PSP,2011,Role-Playing,Nippon Ichi Software,0,0,0.04,0,,,,,"",""
Monster Jam,Wii,2007,Racing,Activision,0.15,0,0,0.01,,,7.8,8,Activision,E
Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,2017,Role-Playing,Sega,0,0,0.01,0,,,,,"",""
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,0,0,0.03,0,,,,,"",""
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,0.07,0,0.06,0.01,,,,,"",""
Tony Hawk's Proving Ground,PS3,2007,Sports,Activision,0.36,0.04,0,0.04,73,36,6.6,17,Neversoft Entertainment,T
From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0,0,0,59,9,8,5,Sonic Powered,E
Go Play: City Sports,Wii,2009,Sports,Majesco Entertainment,0.08,0,0,0.01,,,,,Digital Embryo,E
Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.35,1.13,0,0.3,81,11,5.6,31,Toys for Bob,E10+
Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,62,30,8.1,137,Shiny Entertainment,T
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0,0,0.01,66,21,7.7,6,SCEA,E
Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0,0.05,78,13,8.5,24,Eden Studios,E
T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998,Adventure,Sunsoft,0.08,0.05,0,0.01,,,,,"",""
Dreamer Series: Teacher,DS,2009,Simulation,Deep Silver,0.08,0,0,0.01,,,,,Dreamcatcher,E
Yoshi's Woolly World,WiiU,2015,Platform,Nintendo,0.62,0.47,0.11,0.1,78,83,8.5,376,Good-Feel,E
Kamen Rider Battle: Ganbaride,DS,2010,Strategy,Namco Bandai Games,0,0,0.14,0,,,,,"",""
Memories Off,PSP,2008,Adventure,5pb,0,0,0.01,0,,,,,"",""
3D Baseball,PS,1996,Sports,BMG Interactive Entertainment,0.02,0.01,0,0,,,,,"",""
EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0,0.04,70,23,6.3,152,EA Sports,T
Gradius III and IV,PS2,2000,Shooter,Konami Digital Entertainment,0.04,0.03,0,0.01,64,15,,,KCET,E
NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,62,22,5.9,8,SCEA,E
Iron Chef America: Supreme Cuisine,Wii,2008,Simulation,Destineer,0.16,0,0,0.01,42,4,,,Black Lantern Studios,E10+
Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0,0,78,15,9.3,23,Magic Pockets,T
CSI: Fatal Conspiracy,PS3,2010,Adventure,Ubisoft,0.11,0.05,0,0.02,39,5,5.6,13,Telltale Games,M
Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0,0,0.06,0,,,,,"",""
Zumba Fitness: World Party,XOne,2013,Misc,Majesco Entertainment,0.17,0.05,0,0.02,73,5,6.2,40,Zoe Mode,E
World Stadium 2,PS,1998,Sports,Namco Bandai Games,0,0,0.42,0.03,,,,,"",""
Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,83,67,8,463,Square Enix,T
Tiger Woods PGA Tour 07,PS2,2006,Sports,Electronic Arts,0.6,0.02,0,0.1,79,33,6,8,EA Redwood Shores,E
Harukanaru Toki no Naka de 6,PSP,2015,Action,Tecmo Koei,0,0,0.02,0,,,,,"",""
Hello Kitty: Roller Rescue,PC,2005,Action,Empire Interactive,0,0.03,0,0,,,,,"",""
Evil Genius,PC,2004,Strategy,Vivendi Games,0,0.01,0,0,75,51,8.3,106,Elixir Studios,T
MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,0.03,0,0,0,66,16,4.5,4,Backbone Entertainment,T
"Sakura Wars 4: Koi Seyo,Otome",DC,2002,Adventure,Sega,0,0,0.29,0,,,,,"",""
Imagine: Interior Designer,DS,2008,Simulation,Ubisoft,0.34,0.31,0,0.08,,,,,Ubisoft,E
Quest 64,N64,1998,Role-Playing,Konami Digital Entertainment,0.38,0.08,0,0.01,,,,,"",""
Jurassic: The Hunted,PS3,2009,Shooter,Activision,0.17,0,0,0.02,,,4.5,4,Activision,T
Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.12,0.2,0,0.05,86,14,6.7,556,Criterion Games,E10+
Carmageddon: Max Damage,XOne,2016,Action,Stainless Games,0.01,0.01,0,0,52,15,7.1,12,Stainless Games,M
Totally Spies! Totally Party,PC,2008,Misc,Ubisoft,0,0.02,0,0,,,,,"",""
50 Cent: Blood on the Sand,PS3,2009,Shooter,THQ,0.1,0.06,0.01,0.03,72,37,7.2,57,Swordfish Studios,M
StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.57,1.68,0,0.58,93,82,8.2,3052,Blizzard Entertainment,T
Rage,PS3,2011,Shooter,Bethesda Softworks,0.47,0.58,0.06,0.2,81,37,6.2,353,id Software,M
Loading Human,PS4,2016,Adventure,FuRyu Corporation,0.01,0.01,0,0,,,,,"",""
Urban Chaos,PS,1999,Action,Eidos Interactive,0.06,0.04,0,0.01,,,,,"",""
Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0,0,63,17,,,Ubisoft Montreal,T
The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.85,0.14,0.43,93,45,8,604,4J Studios,M
Resident Evil 6,X360,2012,Shooter,Capcom,1.12,0.6,0.07,0.16,67,71,5,1407,Capcom,M
Rampage: Total Destruction,PS2,2006,Action,Midway Games,0.18,0.14,0,0.05,51,34,7,15,"Pipeworks Software, Inc.",E10+
Yumi's Odd Odyssey,3DS,2013,Platform,Agatsuma Entertainment,0,0,0.03,0,74,13,7.7,23,Studio Saizensen,E
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0,0,0,41,5,7.2,6,FUN Labs,E
Spectral Force Genesis,DS,2008,Role-Playing,Nobilis,0.08,0,0.01,0.01,46,8,7,5,"Neverland, Idea Factory",T
MLB 2004,PS2,2003,Sports,Sony Computer Entertainment,0.32,0.25,0,0.08,61,21,7.9,9,989 Sports,E
Sphinx and the Cursed Mummy,PS2,2003,Action,THQ,0.22,0.17,0,0.06,,,,,"",""
Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment,0.03,0,0,0,,,,,"",""
NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0,0,75,14,7.7,6,EA Sports,E10+
Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games,0.02,0,0,0,,,,,"",""
Kao the Kangaroo,GBA,2001,Platform,Titus,0.01,0,0,0,52,8,,,Titus Software,E
Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0,0.02,0.01,68,44,8.2,32,Taito Corporation,E
Vitamin X Evolution,DS,2008,Adventure,D3Publisher,0,0,0.03,0,,,,,"",""
Bomberman Land,PSP,2007,Misc,Hudson Entertainment,0.06,0,0,0,55,14,7.8,4,Racjin,E
Gex,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0,0.06,,,,,"",""
Final Fight One,GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0,82,16,7.8,8,Sun-Tec,E
Fishing Derby,2600,,Sports,Activision,0.48,0.03,0,0.01,,,,,"",""
Boogie,Wii,2007,Misc,Electronic Arts,0.43,0.03,0,0.04,57,37,5.3,54,EA Montreal,E10+
Pocket Dogs,GBA,2004,Misc,Agatsuma Entertainment,0.06,0.02,0,0,,,,,"",""
Call of Duty 2,PC,2005,Shooter,Activision,0,0.05,0,0.01,86,64,8.4,626,Infinity Ward,T
Doukyuusei,TG16,1995,Adventure,NEC,0,0,0.14,0,,,,,"",""
Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.54,0.25,0,0.4,81,37,6.1,208,EA Sports,E
LEGO Harry Potter: Years 1-4,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.14,0.36,0,0.18,71,4,,,TT Fusion,E10+
Trivial Pursuit: Bet You Know It,Wii,2011,Misc,Electronic Arts,0.09,0.04,0,0.01,,,,,Electronic Arts,T
Dance with Devils,PSV,2016,Action,N/A,0,0,0.01,0,,,,,"",""
Call of Duty: World at War,PS3,2008,Shooter,Activision,2.73,1.83,0,0.83,85,45,7.6,409,Treyarch,M
Payday 2,PS3,2013,Shooter,505 Games,0.22,0.14,0,0.08,74,12,6.2,181,Overkill Software,M
Pokémon Yellow: Special Pikachu Edition,GB,1998,Role-Playing,Nintendo,5.89,5.04,3.12,0.59,,,,,"",""
Kengo: Legend of The 9,X360,2006,Fighting,Majesco Entertainment,0.06,0.01,0,0.01,38,18,4.1,14,Genki,M
Record of Agarest War,X360,2008,Role-Playing,Compile Heart,0.18,0,0.01,0.01,71,7,7,35,Compile Heart,T
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ,1.31,0.49,0,0.03,,,,,"",""
X2: Wolverine's Revenge,PS2,2003,Platform,Activision,0.31,0.24,0,0.08,58,24,7.2,13,GenePool,T
Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0,0,71,37,8.1,8,Artech Studios,M
Atomic Betty,GBA,2005,Puzzle,Atari,0.02,0.01,0,0,62,10,7.5,6,"Big Blue Bubble Inc., Breakthrough New Media",E
LEGO Harry Potter: Years 5-7,PSV,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.07,0,0.03,64,19,6.8,21,Traveller's Tales,E10+
ESPN: Sports Connection,WiiU,2012,Sports,Ubisoft,0.2,0.12,0,0.03,31,13,2.7,18,Ubisoft,E
Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0,0.03,0.07,0.01,65,12,7.8,63,Frima Studio,M
Dragon Quest Heroes: Rocket Slime,DS,2005,Action,Square Enix,0.13,0,0.31,0.01,83,41,7.6,45,"Square Enix, TOSE",E
Fossil Fighters (JP sales),DS,2008,Role-Playing,Nintendo,0,0,0.3,0,,,,,"",""
Crash Bandicoot,PS,1996,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,,,,,"",""
Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0.08,0.01,0,0.01,53,11,6.5,4,Dreamcatcher,T
NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,90,42,7.7,134,Visual Concepts,E
Idol Janshi Suchie-Pai IV,PS2,2007,Misc,Jaleco,0,0,0.01,0,,,,,"",""
Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009,Strategy,Namco Bandai Games,0,0,0.18,0,,,,,"",""
Iron Soldier 3,PS,1999,Simulation,Telegames,0.01,0.01,0,0,,,,,"",""
Rugby 15,PS3,2015,Sports,Bigben Interactive,0.03,0.05,0,0.01,,,,,HB Studios Multimedia,E
Fritz Chess,PS3,2009,Strategy,Deep Silver,0,0.03,0,0.01,,,,,"",""
Mobile Suit Gundam: Perfect One Year War,PS,1997,Strategy,Namco Bandai Games,0,0,0.14,0.01,,,,,"",""
Bomberman Max 2: Blue Advance,GBA,2002,Puzzle,Vivendi Games,0.07,0.02,0,0,75,10,,,Hudson,E
Unreal Tournament 2004,PC,2004,Shooter,Atari,0,0.01,0,0,93,48,8.9,537,Epic Games,M
Disney's The Haunted Mansion,XB,2003,Platform,Take-Two Interactive,0.07,0.02,0,0,,,,,"",""
SoulCalibur II,GC,2003,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08,93,45,9.1,135,Namco,T
Dr. Mario,GB,1989,Puzzle,Nintendo,2.18,0.96,2,0.2,,,,,"",""
Phantom Breaker,X360,2011,Fighting,5pb,0.02,0,0.02,0,,,,,Delta Factory,T
GoldenEye 007,N64,1997,Shooter,Nintendo,5.8,2.01,0.13,0.15,,,,,"",""
FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,90,63,7.5,133,EA Sports,E
Medarot 3: Kabuto / Kuwagata Version,GB,2000,Role-Playing,Imagineer,0,0,0.27,0,,,,,"",""
Monster Hunter Freedom 3,PSP,2010,Role-Playing,Capcom,0,0,4.87,0,,,,,"",""
Boku no Natsuyasumi 2: Umi no Bouken Hen,PS2,2002,Adventure,Sony Computer Entertainment,0,0,0.41,0,,,,,"",""
America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0,0,0.02,87,4,5.6,9,Indies Zero,E
Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007,Role-Playing,Sega,0,0,0.07,0,,,,,"",""
MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0,0,0.01,56,15,5.5,4,Behaviour Interactive,E10+
One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0,0.04,0.02,0,66,11,7.8,43,Ganbarion,T
Guilty Gear Isuka,PS2,2004,Fighting,505 Games,0.05,0.04,0,0.01,73,39,7.5,13,Arc System Works,T
Final Fight,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03,,,,,"",""
Monster Hunter G,PS2,2005,Role-Playing,Capcom,0,0,0.23,0,,,,,"",""
Carnival Games: Wild West 3D,3DS,2011,Misc,Take-Two Interactive,0.06,0.02,0,0.01,,,,,Take-Two Interactive,E10+
Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,Role-Playing,Nintendo,0.44,0.29,0.47,0.07,59,46,6.3,134,"Nintendo, Spike Chunsoft",E
Family GameShow,Wii,2009,Misc,Zushi Games,0.08,0,0,0.01,,,,,Zushi Games Ltd,E10+
Super Swing Golf,Wii,2006,Sports,Nintendo,0.14,0.01,0.07,0.01,72,44,7.8,15,"Tecmo, Ntreev Soft",E10+
007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0,0.01,65,10,,,Vicarious Visions,T
Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0,0,0.05,0,,,,,"",""
Castlevania: Portrait of Ruin,DS,2006,Platform,Konami Digital Entertainment,0.31,0.02,0.04,0.03,85,51,8.3,87,Konami,T
Hannah Montana: The Movie,Wii,2009,Adventure,Disney Interactive Studios,0.13,0.18,0,0.04,,,,,n-Space,E
MLB 08: The Show,PSP,2008,Sports,Sony Computer Entertainment,0.3,0,0,0.02,83,14,8.4,12,SCEA San Diego Studios,E
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,0,0,0.06,0,,,,,"",""
R4: Ridge Racer Type 4,PS,1998,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13,88,18,9.2,21,Namco,""
.hack//Link,PSP,2010,Role-Playing,Namco Bandai Games,0,0,0.14,0,,,,,"",""
Custom Robo,GC,2004,Role-Playing,Nintendo,0.29,0.07,0,0.01,65,31,8.1,27,Noise Inc.,T
Tiger Woods PGA Tour 07,XB,2006,Sports,Electronic Arts,0.13,0.05,0,0.01,81,21,6.8,6,EA Redwood Shores,E
Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios,1.07,0.28,0,0.13,,,,,Zoe Mode,E
Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02,58,34,5.5,49,Cavia Inc.,M
Monster Rancher Battle Card: Episode II,PS,2000,Action,Tecmo Koei,0.04,0.03,0,0,,,,,"",""
Rubik's World,Wii,2008,Puzzle,Game Factory,0.12,0.01,0,0.01,64,9,,,Two Tribes,E
FIFA 15,X360,2014,Sports,Electronic Arts,0.79,1.92,0,0.21,,,4.2,85,EA Sports,E
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0,,,,,"",""
Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,,,,,"",""
Disney Infinity 3.0,PS3,2015,Action,Disney Interactive Studios,0.16,0.21,0,0.07,,,,,"",""
Farming Simulator 17,PS4,2016,Simulation,Focus Home Interactive,0.05,0.31,0,0.06,69,17,8.7,12,Maximum Games,E
Fallout 3,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.13,0.07,0.59,90,57,8,910,Bethesda Game Studios,M
Netsu Chu! Pro Yakyuu 2002,PS2,2002,Sports,Namco Bandai Games,0,0,0.25,0,,,,,"",""
Tak and the Power of Juju,GC,2003,Platform,THQ,0.31,0.08,0,0.01,71,16,8.2,9,Avalanche Software,E
Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.03,0.01,0.01,58,43,5.8,142,Spark Unlimited,T
Reactor,2600,1981,Action,Parker Bros.,0.21,0.01,0,0,,,,,"",""
Hooked! Again: Real Motion Fishing,Wii,2009,Sports,505 Games,0.36,0,0,0.03,,,,,"",""
SingStar '90s,PS2,2007,Misc,Sony Computer Entertainment,0.1,0.59,0,0.18,73,29,,,SCEE,T
Assassin's Creed: Unity,PS4,2014,Action,Ubisoft,1.19,2.07,0.08,0.62,70,40,4.9,2050,"Ubisoft, Ubisoft Montreal",M
Scaler,PS2,2004,Platform,Take-Two Interactive,0.05,0.04,0,0.01,70,20,8.6,18,Artificial Mind and Movement,E
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai Games,0,0,0.03,0,,,,,"",""
Smarty Pants,Wii,2007,Misc,Electronic Arts,0.52,0.75,0,0.16,65,26,7.6,10,Planet Moon Studios,E
Escape From Monkey Island,PS2,2001,Adventure,LucasArts,0.05,0.04,0,0.01,84,21,8.2,11,LucasArts,T
WCW/NWO Thunder,PS,1998,Fighting,THQ,1.1,0.48,0.04,0.07,,,,,"",""
Winning Post 2,SNES,1995,Sports,Tecmo Koei,0,0,0.3,0,,,,,"",""
Baby Pals,DS,2007,Simulation,THQ,0.26,0.01,0,0.02,,,,,Brain Toys,E
Cave Story 3D,3DS,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,82,29,7.7,72,Nicalis,E10+
NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0,0,0.01,,,,,"",""
All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0,0,0.02,75,22,6.8,52,Visual Concepts,E10+
Alien Resurrection,PS,2000,Shooter,Fox Interactive,0.09,0.06,0,0.01,61,12,7.5,15,Argonaut Games,M
Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.04,0,0,0,56,14,5.9,15,Liquid Dragon Studios,T
Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,1.48,0.92,0.01,0.26,77,39,8.2,69,Treyarch,T
The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.02,0,0,83,5,7.7,88,"",""
Guitar Hero 5,PS2,2009,Misc,Activision,0.28,0.3,0,0.54,71,4,2.6,10,BudCat,T
Houshinengi,PS,1998,Strategy,Tecmo Koei,0,0,0.13,0.01,,,,,"",""
Teenage Mutant Ninja Turtles 2: Battle Nexus,XB,2004,Action,Konami Digital Entertainment,0.1,0.03,0,0,48,20,5.6,8,Konami,T
Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0,0.02,67,43,7.6,25,Pseudo Interactive,T
Metal Gear Solid V: Ground Zeroes,PS4,2014,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,75,70,6.2,1311,Kojima Productions,M
Lemony Snicket's A Series of Unfortunate Events,PS2,2004,Platform,Activision,0.31,0.24,0,0.08,63,25,5.7,12,Adrenium,E
Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0,0.03,0,0.01,70,23,7.3,125,Ubisoft Romania,T
Hello Kitty's Cube Frenzy,PS,1998,Puzzle,Culture Publishers,0.05,0.03,0,0.01,,,,,"",""
Dungeons 2,PS4,2016,Role-Playing,Kalypso Media,0.01,0,0,0,61,9,7.9,14,Kalypso,T
MLB 2001,PS,2000,Sports,Sony Computer Entertainment,0.49,0.34,0,0.06,,,,,"",""
ESPN International Winter Sports 2002,GC,2002,Sports,Konami Digital Entertainment,0.04,0.01,0,0,62,6,,,KCEO,E
Nobunaga no Yabou DS 2,DS,2008,Strategy,Tecmo Koei,0,0,0.03,0,,,,,"",""
Aegis of Earth: Protonovus Assault,PS3,2016,Action,PQube,0.01,0.01,0,0,,,,,Acquire,T
LEGO Star Wars: The Video Game,PC,2005,Action,Eidos Interactive,0,0.01,0,0,,,,,"",""
Anima - Gate of Memories,PS4,2016,Action,Avanquest,0,0.02,0,0,52,13,7.9,34,"Edge Entertainment, Anima Project",T
Dragon Ball Z: Budokai,GC,2003,Fighting,Atari,0.53,0.14,0,0.02,65,16,6.3,15,Pyramid,T
NHL 10,X360,2009,Sports,Electronic Arts,0.51,0.1,0,0.06,88,52,8.4,71,EA Canada,E10+
Open Season,PS2,2006,Platform,Ubisoft,0.01,0.01,0,0,57,6,,,Ubisoft,E10+
Sonic Colors,DS,2010,Platform,Sega,0.69,0.47,0.01,0.12,79,26,7.9,66,Dimps Corporation,E
Call of Duty 3,Wii,,Shooter,Activision,1.17,0.84,0,0.23,69,42,6.7,61,Exakt,T
Doubutsu no Mori,N64,2001,Simulation,Nintendo,0,0,0.26,0.05,,,,,"",""
NBA 2K3,XB,2002,Sports,Sega,0.24,0.07,0,0.01,87,15,7.9,9,Visual Concepts,E
Forbidden Siren 2,PS2,2006,Action,Sony Computer Entertainment,0,0,0.08,0,,,,,"",""
Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory,0.03,0,0,0,60,5,7.2,5,Opus Studio,T
Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0,0,0.01,0,,,,,"",""
Rocket Power: Team Rocket Rescue,PS,2001,Sports,THQ,0.47,0.32,0,0.05,,,,,"",""
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,Adventure,D3Publisher,0,0,0.04,0,,,,,"",""
Command & Conquer: Red Alert Retaliation,PS,1998,Strategy,Virgin Interactive,0.39,0.27,0,0.05,,,,,"",""
Tiger Woods PGA Tour 12: The Masters,PS3,2011,Sports,Electronic Arts,0.52,0.25,0,0.11,80,41,7.3,17,Electronic Arts,E
Wolfenstein,PS3,2009,Shooter,Activision,0.25,0.27,0,0.11,71,58,7.4,77,"id Software, Raven Software",M
Kung Fu Panda: Showdown of Legendary Legends,X360,2015,Action,Little Orbit,0,0.02,0,0,,,6.8,4,"Vicious Cycle, Little Orbit",E10+
Densha De Go! 2,PS,1999,Simulation,Taito,0,0,0.38,0.03,,,,,"",""
M&M's Beach Party,Wii,2009,Misc,Zoo Digital Publishing,0.04,0,0,0,,,,,"",""
Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,0.85,0.58,0,0.1,,,,,"",""
Panzer General,PS,1995,Strategy,Mindscape,0.14,0.09,0,0.02,,,,,"",""
Magna Carta Portable,PSP,2006,Role-Playing,Banpresto,0,0,0.03,0,,,,,"",""
Dragon Quest IV: Michibikareshi Monotachi,PS,2001,Role-Playing,Enix Corporation,0,0,1.2,0.01,,,,,"",""
